"商品
上架日","銷售
與否(有日期代表停售)","保險
公司",險種名稱,"險種
代號","保險
年齡","
年期",幣別,"保費
級距",繳費類型,商品類別,"佣金
第1年","佣金
第2年","佣金
第3年","佣金
第4年","佣金
第5年","佣金
第6年","佣金
第7年","佣金
第8年","佣金
第9年","佣金
第10年","服務
津貼
第2年","服務
津貼
第3年","服務
津貼
第4年","服務
津貼
第5年","服務
津貼
第6年","服務
津貼
第7年","服務
津貼
第8年","服務
津貼
第9年","服務
津貼
第10年",PR13,PR25,年終
2022/11/14,2024/7/1,保誠,睛元保終身健康保險,ASGNLB2,20~65,15,,,,主約,60.00%,5.00%,3.00%,2.00%,1.00%,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2022/11/14,2024/7/1,保誠,睛元保終身健康保險,ASGNLB2,0~19,20,,,,主約,55.00%,5.00%,3.00%,2.00%,1.00%,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2022/11/14,2024/7/1,保誠,睛元保終身健康保險,ASGNLB2,20~60,20,,,,主約,70.00%,5.00%,3.00%,2.00%,1.00%,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2022/10/24,2024/7/1,保誠,滿福雙享外幣終身壽險(定期給付型),ARLPLU11,0~75,3,,,,主約,17.00%,0.00%,0.00%,0.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2022/10/24,2024/7/1,保誠,滿福雙享外幣終身壽險(定期給付型),ARLPLU11,0~75,6,,,,主約,28.00%,1.00%,0.00%,0.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2022/6/8,2024/7/1,保誠,醫保眼福終身健康保險,ASGNLB1,20~65,10,,,,主約,50.00%,5.00%,3.00%,2.00%,2.00%,1.00%,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,Y,Y,Y
2022/6/8,2024/7/1,保誠,醫保眼福終身健康保險,ASGNLB1,20~65,15,,,,主約,60.00%,5.00%,3.00%,2.00%,2.00%,1.00%,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2022/6/8,2024/7/1,保誠,醫保眼福終身健康保險,ASGNLB1,20~65,20,,,,主約,70.00%,5.00%,3.00%,2.00%,2.00%,1.00%,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1%~,Y,Y,Y
2021/7/1調整商品代碼,2023/7/1,保誠,三沛一生終身保險,BCLPEN6,15~60,3,,,,主約,15.00%,,,,,,,,,,,,,,,,,,,N,N,N
2021/7/1調整商品代碼,2023/7/1,保誠,三沛一生終身保險,BCLPEN6,61~70,3,,,,主約,12.00%,,,,,,,,,,,,,,,,,,,N,N,N
2021/11/18,2022/7/1,保誠,三享樂活終身保險,ACLPEN9,0~60,3,,,,主約,13.00%,,,,,,,,,,,,,,,,,,,N,N,N
2021/11/18,2022/7/1,保誠,三享樂活終身保險,ACLPEN9,61~70,3,,,,主約,10.00%,,,,,,,,,,,,,,,,,,,N,N,N
2021/7/1調整商品代碼,2023/7/1,保誠,五五民豐人民幣增額終身壽險(109),CCIPLR1,16~75,5,,,,主約,17.00%,,,,,,,,,,,,,,,,,,,Y(10%),Y(10%),N
2021/7/1調整商品代碼,2023/7/1,保誠,六六長紅外幣終身壽險,BRDPLU3,0~70,6,,,,主約,50.00%,2.00%,2.00%,,,,,,,,1.00%,,,,,,,,,Y,Y,N
2021/7/1調整商品代碼,銷售中,保誠,安家豁免保險費附約,JWPC,14~55,6,,,,附約,20.00%,3.00%,3.00%,3.00%,1.00%,1.00%,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,安家豁免保險費附約,JWPC,14~55,10,,,,附約,42.00%,5.00%,3.00%,3.00%,3.00%,3.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,,,,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,安家豁免保險費附約,JWPC,14~55,15,,,,附約,62.00%,10.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,3.00%,,,,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,安家豁免保險費附約,JWPC,14~55,20,,,,附約,80.00%,18.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,3.00%,,,,Y,Y,Y
2021/7/1調整商品代碼,2023/7/1,保誠,享利人生終身壽險,DCLPLN2,16~70,1,,,躉,主約,3.50%,,,,,,,,,,,,,,,,,,,N,N,N
2021/7/1調整商品代碼,2023/7/1,保誠,享利人生終身壽險,DCLPLN2,71~80,1,,,躉,主約,3.00%,,,,,,,,,,,,,,,,,,,N,N,N
2021/7/1調整商品代碼,2023/7/1,保誠,美利人生外幣終身壽險(109),ECLPLU1,16~70,3,,,,主約,12.90%,,,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2021/7/1調整商品代碼,2023/7/1,保誠,美利年年外幣終身保險,BCLPEU8,,3,,,,主約,15.25%,,,,,,,,,,,,,,,,,,,N,N,N
2021/7/1調整商品代碼,銷售中,保誠,美滿人生美元定期壽險附約,BNLTRU1,15~65,6,,,,附約,50.00%,11.00%,6.00%,6.00%,6.00%,6.00%,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,美滿人生美元定期壽險附約,BNLTRU1,15~65,10,,,,附約,60.00%,10.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,美滿人生美元定期壽險附約,BNLTRU1,15~65,15,,,,附約,72.00%,10.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,3.00%,3.00%,3.00%,3%~,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,美滿人生美元定期壽險附約,BNLTRU1,15~60,20,,,,附約,80.00%,10.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,3.00%,3.00%,3.00%,3%~,Y,Y,Y
2021/7/1調整商品代碼,2025/1/1,保誠,美滿美元豁免保險費保險附約甲型,BWPNTR3,,3,,,,附約,10.00%,3.00%,,,,,,,,,1.00%,1.00%,,,,,,,,N,N,Y
2021/7/1調整商品代碼,2025/1/1,保誠,美滿美元豁免保險費保險附約甲型,BWPNTR3,,6,,,,附約,18.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2021/7/1調整商品代碼,2025/1/1,保誠,美滿美元豁免保險費保險附約甲型,BWPNTR3,,12,,,,附約,43.00%,5.00%,3.00%,3.00%,3.00%,3.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2%~,Y,Y,Y
2021/7/1調整商品代碼,2025/1/1,保誠,美滿美元豁免保險費健康保險附約乙型,BWPNTR4,,3,,,,附約,10.00%,3.00%,,,,,,,,,1.00%,1.00%,,,,,,,,N,N,Y
2021/7/1調整商品代碼,2025/1/1,保誠,美滿美元豁免保險費健康保險附約乙型,BWPNTR4,,6,,,,附約,18.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2021/7/1調整商品代碼,2025/1/1,保誠,美滿美元豁免保險費健康保險附約乙型,BWPNTR4,,12,,,,附約,43.00%,5.00%,3.00%,3.00%,3.00%,3.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2%~,Y,Y,Y
2021/7/1調整商品代碼,2024/7/1,保誠,彩色人生外幣終身壽險(109),BRLPLU4,20~65,20,,,,主約,80.00%,3.00%,1.00%,1.00%,1.00%,1.00%,,,,,4.00%,2.00%,2.00%,2.00%,2.00%,3.00%,3.00%,3.00%,3%~,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,喜樂定期壽險附約,BNLTRN1,15~65,6,,,,附約,50.00%,11.00%,6.00%,6.00%,6.00%,6.00%,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,喜樂定期壽險附約,BNLTRN1,15~65,10,,,,附約,60.00%,10.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,喜樂定期壽險附約,BNLTRN1,15~65,15,,,,附約,72.00%,10.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,3.00%,3.00%,3.00%,3%~,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,喜樂定期壽險附約,BNLTRN1,15~60,20,,,,附約,80.00%,10.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,3.00%,3.00%,3.00%,3%~,Y,Y,Y
2021/7/1調整商品代碼,2023/7/1,保誠,富利如山變額萬能壽險(10),BRVLB3,,0,,,超額保費,超額,2.25%,"2.25%
(至繳費期滿)",,,,,,,,,,,,,,,,,,N,N,N
2021/7/1調整商品代碼,2023/7/1,保誠,富利如山變額萬能壽險(10),BRVLB3,16~75,10,,,,主約,22.00%,8.00%,4.00%,,,,,,,,,,,,,,,,,N,N,N
2021/7/1調整商品代碼,2023/7/1,保誠,富利如山變額萬能壽險(20),BRVLB4,,0,,,超額保費,超額,2.25%,"2.25%
(至繳費期滿)",,,,,,,,,,,,,,,,,,N,N,N
2021/7/1調整商品代碼,2023/7/1,保誠,富利如山變額萬能壽險(20),BRVLB4,16~75,20,,,,主約,22.00%,15.00%,5.00%,5.00%,,,,,,,,,,,,,,,,N,N,N
2021/7/1調整商品代碼,2024/7/1,保誠,傳富世代外幣終身壽險(109),CRDPLU1,15~70,1,,,躉,主約,9.50%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2021/4/1,銷售中,保誠,愛寶貝定期癌症健康保險附約,ACCNTR1,0~15,10,,,,附約,45.00%,4.00%,4.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,Y,Y,Y
2021/11/18,2023/4/21,保誠,萬事如意終身壽險,ARDPLN2,0~69,6,,,,主約,30.00%,2.00%,1.00%,,,,,,,,,,,,,,,,,Y,Y,Y
2021/11/18,2023/4/21,保誠,萬事如意終身壽險,ARDPLN2,70~74,6,,,,主約,26.00%,3.00%,2.00%,1.00%,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2021/11/18,2023/4/21,保誠,萬事如意終身壽險,ARDPLN2,0~70,10,,,,主約,43.00%,3.00%,2.00%,1.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2021/7/15,2024/1/1,保誠,萬事利達外幣終身壽險,ARLPLU6,,10,,,,主約,55.00%,3.00%,2.00%,1.00%,1.00%,,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,Y,Y,Y
2021/7/1調整商品代碼,2025/3/9,保誠,誠億滿滿外幣變額年金保險,CFVABF1,16~75,1,,,躉,投資型,6.50%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2021/7/1調整商品代碼,2024/12/4,保誠,誠億滿滿外幣變額壽險,CFVLBF2,16~75,1,,,躉,投資型,6.50%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2021/7/1調整商品代碼,2025/3/9,保誠,誠億滿滿變額年金保險,CFVAB1,16~75,1,,,躉,投資型,6.50%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2021/7/1調整商品代碼,2024/12/4,保誠,誠億滿滿變額壽險,CFVLB1,16~75,1,,,躉,投資型,6.50%,,,,,,,,,,0.00%,,,,,,,,,N,N,N
2021/7/1調整商品代碼,2022/9/1,保誠,實利充沛終身保險,BCLPEN7,15~65,10,,,,主約,45.00%,2.15%,2.15%,2.05%,,,,,,,1.00%,,,,,,,,,Y(15%),Y(15%),Y
2021/8/2,銷售中,保誠,標靶守護防癌健康保險附約,ACCNTR2,,1,,,,附約,25.00%,13.00%,13.00%,13.00%,13.00%,13.00%,12.00%,12.00%,12.00%,12%~,2.00%,2.00%,2.00%,2.00%,2.00%,3.00%,3.00%,3.00%,3%~,N,N,Y
2021/7/1調整商品代碼,銷售中,保誠,豁元乙美元豁免保險費保險附約,BWPNTR2,,6,,,,附約,20.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,豁元乙美元豁免保險費保險附約,BWPNTR2,,10,,,,附約,42.00%,5.00%,3.00%,3.00%,3.00%,3.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,豁元乙美元豁免保險費保險附約,BWPNTR2,,15,,,,附約,59.00%,7.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,3.00%,3.00%,3.00%,3%~,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,豁元乙美元豁免保險費保險附約,BWPNTR2,,20,,,,附約,70.00%,8.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,3.00%,3.00%,3.00%,3%~,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,豁元甲美元豁免保險費保險附約,BWPNTR1,,6,,,,附約,20.00%,3.00%,3.00%,3.00%,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,豁元甲美元豁免保險費保險附約,BWPNTR1,,10,,,,附約,42.00%,5.00%,3.00%,3.00%,3.00%,3.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,豁元甲美元豁免保險費保險附約,BWPNTR1,,15,,,,附約,59.00%,7.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,3.00%,3.00%,3.00%,3%~,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,豁元甲美元豁免保險費保險附約,BWPNTR1,,20,,,,附約,70.00%,8.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,3.00%,3.00%,3.00%,3%~,Y,Y,Y
2021/7/15,2022/4/27,保誠,醫吉御守一年期住院醫療健康保險,AHINTB1,0~19,1,,,,主約,31.50%,3.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,N,N,Y
2021/7/15,2022/4/27,保誠,醫吉御守一年期住院醫療健康保險,AHINTB1,20~75,1,,,,主約,31.50%,8.00%,8.00%,8.00%,,,,,,,2.00%,,,,,,,,,N,N,Y
2021/7/1調整商品代碼,銷售中,保誠,關心豁免保險費附約,IWPD,14~55,6,,,,附約,20.00%,3.00%,3.00%,3.00%,1.00%,1.00%,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,關心豁免保險費附約,IWPD,14~55,10,,,,附約,42.00%,5.00%,3.00%,3.00%,3.00%,3.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,,,,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,關心豁免保險費附約,IWPD,14~55,15,,,,附約,62.00%,10.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,3.00%,,,,Y,Y,Y
2021/7/1調整商品代碼,銷售中,保誠,關心豁免保險費附約,IWPD,14~55,20,,,,附約,80.00%,18.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,3.00%,,,,Y,Y,Y
2021/7/15,2024/1/1,保誠,鑫幸福定期保險 ,ADMRTB1,,10,,,,主約,50.00%,3.00%,2.00%,1.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2021/7/1調整商品代碼,2023/7/1,保誠,鑫傳世代外幣終身壽險(109),CRDPLU2,15~70,3,,,,主約,14.50%,,,,,,,,,,1.00%,,,,,,,,,Y,Y,Y
2020/7/20,2022/12/31,保誠,薪享幸福定期健康保險,ADMNTB1,20~55,10,,,,主約,50.00%,5.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,N
2020/7/20,2022/12/31,保誠,薪享幸福定期健康保險,ADMNTB1,20~45,20,,,,主約,80.00%,10.00%,5.00%,5.00%,,,,,,,2.00%,,,,,,,,,Y,Y,N
2019/10/28,2023/12/28,保誠,新住院醫療限額給付健康保險付約(108),AMRNTR1,,1,,,,附約,25.00%,7.00%,7.00%,7.00%,,,,,,,3.00%,,,,,,,,,N,N,Y
2018/5/11,銷售中,保誠,一年定期重大疾病健康保險附約-乙型,ADDNTR1,0~65,1,,,,附約,32.00%,24.00%,24.00%,24.00%,24.00%,24.00%,23.00%,23.00%,23.00%,23%~,2.00%,2.00%,2.00%,2.00%,2.00%,3.00%,3.00%,3.00%,3%~,N,N,Y
2018/5/11,2022/2/13,保誠,人身意外傷害住院醫療定額給付附加條款(107),ML,0~70,1,,,,附約,33.00%,31.00%,31.00%,31.00%,,,,,,,2.00%,,,,,,,,,N,N,Y
2018/5/11,2022/2/13,保誠,人身意外傷害保險附約(107),CPAA,0~70,1,,,,附約,33.00%,31.00%,31.00%,31.00%,,,,,,,2.00%,,,,,,,,,N,N,Y
2018/5/11,銷售中,保誠,倍感安心終身醫療健康保險,AHIRLB1,0~15,15,,,,主約,40.00%,12.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,,,,,Y,Y,Y
2018/5/11,銷售中,保誠,倍感安心終身醫療健康保險,AHIRLB1,16~60,15,,,,主約,72.00%,12.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,,,,,Y,Y,Y
2018/5/11,銷售中,保誠,倍感安心終身醫療健康保險,AHIRLB1,0~15,20,,,,主約,50.00%,12.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,,,,,Y,Y,Y
2018/5/11,銷售中,保誠,倍感安心終身醫療健康保險,AHIRLB1,16~60,20,,,,主約,80.00%,17.00%,5.00%,5.00%,5.00%,5.00%,,,,,2.00%,2.00%,2.00%,2.00%,2.00%,,,,,Y,Y,Y
2018/5/11,2022/2/13,保誠,傷害醫療保險給付附加條款(107),MT,0~70,1,,,,附約,21.00%,19.00%,19.00%,19.00%,,,,,,,2.00%,,,,,,,,,N,N,Y
,2022/12/31,保誠,一年定期壽險,BNLTLN5,,1,,,,主約,40.00%,10.00%,10.00%,10.00%,,,,,,,2.00%,,,,,,,,,N,N,N
,2023/4/21,保誠,"一年定期壽險(109)
              +宜家保醫療保險附約(109)",BHINTR1,15~60,1,,,,主約,40.00%,10.00%,10.00%,10.00%,,,,,,,2.00%,,,,,,,,,N,N,N
,銷售中,保誠,一年期失能豁免保險費保險附約甲型,AWPNTR5,15~75,1,,,,附約,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16%~,0.00%,,,,,,,,,N,N,N
,銷售中,保誠,一年期失能豁免保險費健康保險附約乙型,AWPNTR6,0~75,1,,,,附約,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16.00%,16%~,0.00%,,,,,,,,,N,N,N
,2023/2/1,保誠,五五登峰增額終身壽險(109),CCIPLN3,16~75,5,,,,主約,17.00%,,,,,,,,,,,,,,,,,,,Y(10%),Y(10%),N
,2023/2/14,保誠,宜家保醫療保險附約,AHINTR1,,1,,,,附約,40.00%,10.00%,10.00%,10.00%,,,,,,,2.00%,,,,,,,,,N,N,N
,2024/1/1,保誠,萬事利達外幣終身壽險,ARLPLU5,,6,,,,主約,45.00%,2.00%,2.00%,,,,,,,,1.00%,1.00%,1.00%,1.00%,1.00%,,,,,Y,Y,Y
 ,2023/4/21,保誠,鑫傳三代終身壽險,ARDPLN1,15~55,3,,,,主約,16.50%,,,,,,,,,,1.00%,,,,,,,,,N,N,Y
,2023/4/21,保誠,鑫傳三代終身壽險,ARDPLN1,56~70,3,,,,主約,13.00%,,,,,,,,,,1.00%,,,,,,,,,N,N,Y
"2022/1/1
調佣",停售,康健,心滿醫足特定傷病健康保險,TDH,16~,10,,,,附約,42.00%,3.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,
2022/1/1調佣,停售,康健,平安寶樂高定期壽險,TTM,,10,,,,主約,57.00%,12.00%,12.00%,4.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2022/1/1,2022/5/10,康健,終身醫靠終身醫療保險,WLI,,20,,,,主約,60.00%,3.00%,2.00%,2.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2022/1/1,2022/5/10,康健,終身醫靠終身醫療保險,WLI,,30,,,,主約,65.00%,6.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2022/5/31,停售,康健,愛護滿載一年定期特定傷病健康保險附約,RCI,,1,,,,附約,30.00%,15.00%,15.00%,10.00%,,,,,,,0.00%,,,,,,,,,N,N,N
2022/1/1調佣,停售,康健,新全力醫付定期保險,HAA,,10,,,,附約,60.00%,5.00%,5.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2022/1/1調佣,2022/5/10,康健,醫定健康定期健康保險,TSK,,1,,"繳費期間20年
保險期間20年","繳費期間20年
保險期間20年",附約,65.00%,3.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2022/1/1調佣,2022/5/10,康健,醫定健康定期健康保險,TSK,,1,,"繳費期間10年
保險期間20年","繳費期間10年
保險期間20年",附約,60.00%,6.00%,5.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
2022/1/1調佣,2022/5/10,康健,醫定健康定期健康保險,TSK,,1,,"繳費期間10年
保險期間10年","繳費期間10年
保險期間10年",附約,50.00%,5.00%,5.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
"2021/1/5
改版",2022/4/29,康健,好在康健一年定期健康保險附約,RHC,,1,,,,附約,30.00%,"30%
(至繳費期滿)","30%
(至繳費期滿)",,,,,,,,,,,,,,,,,N,N,N
2021/5/3,2022/9/1,康健,愛在康健一年定期健康保險附約,RCH,,1,,,,附約,30.00%,30.00%,30.00%,30.00%,,,,,,,,,,,,,,,,N,N,N
2020/5/11,停售,康健,保障輕鬆配一年定期手術健康保險附約,RSA,,1,,,,附約,20.00%,"13%
(至繳費期滿)","13%
(至繳費期滿)",,,,,,,,,,,,,,,,,N,N,N
2020/5/11,停售,康健,保障輕鬆配一年定期住院日額給付健康保險附約,RHA,,1,,,,附約,20.00%,"13%
(至繳費期滿)","13%
(至繳費期滿)",,,,,,,,,,,,,,,,,N,N,Y
2020/8/1,2022/1/1,康健,新全力醫付定期保險,HAA,,10,,,,附約,65.00%,5.00%,5.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,停售,康健,心滿醫足特定傷病健康保險,TDH,,20,,,,附約,60.00%,3.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,
,停售,康健,安家寶遞減定期壽險,DTI,,1,,,,主約,,,,,,,,,,,,,,,,,,,,N,N,N
,2022/9/1,康健,保障輕鬆配一年定期防癌健康保險附約,RCG,,1,,,,附約,20.00%,"13%
(至繳費期滿)","13%
(至繳費期滿)",,,,,,,,,,,,,,,,,N,N,N
停售,停售,康健,保障輕鬆配一年定期壽險,OLA,,1,,,,主約,20.00%,"13%
(至繳費期滿)","13%
(至繳費期滿)",,,,,,,,,,,,,,,,,N,N,N
停售,停售,康健,從齒健康全面型定期保險,DRD,,10,,,,主約,52.00%,5.00%,5.00%,,,,,,,,2.00%,,,,,,,,,Y,Y,Y
停售,停售,康健,從齒健康全面型定期保險,DRD,,15,,,,主約,57.00%,5.00%,5.00%,,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,2022/9/1,康健,愛在康健一年定期健康保險附約,RCH,,1,,,,附約,30.00%,30.00%,"30%
(至繳費期滿)",30.00%,,,,,,,,,,,,,,,,N,N,N
,停售,康健,新全力醫付定期保險,HAA,,20,,,,附約,83.00%,5.00%,5.00%,5.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,2022/1/1,康健,新全力醫付定期保險,HAA,,20,,,,附約,88.00%,5.00%,5.00%,5.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
停售,停售,康健,新終身醫靠終身醫療保險,WLJ,,20,,,,主約,60.00%,3.00%,2.00%,2.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
停售,停售,康健,新終身醫靠終身醫療保險,WLJ,,30,,,,主約,65.00%,6.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
停售,停售,康健,新醫定健康定期健康保險,TSLC01,,10~10,,,,主約,50.00%,5.00%,5.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
停售,停售,康健,新醫定健康定期健康保險,TSLC11,,10~20,,,,主約,60.00%,6.00%,5.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
停售,停售,康健,新醫定健康定期健康保險,TSLC21,,20~20,,,,主約,65.00%,3.00%,3.00%,3.00%,,,,,,,2.00%,,,,,,,,,Y,Y,Y
,停售,康健,愛要及實防癌定期健康保險,TMB,,1,,,,主約,,,,,,,,,,,,,,,,,,,,N,N,N
2026/4/15,銷售中,第一金,大吉豁免保險費健康保險附約,WPC1,,6,,,,,5.00%,1.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/4/15,銷售中,第一金,大吉豁免保險費健康保險附約,WPC1,,10,,,,,5.00%,1.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/4/15,銷售中,第一金,大吉豁免保險費健康保險附約,WPC1,,20,,,,,5.00%,1.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/4/15,銷售中,第一金,大吉美元豁免保險費健康保險附約,WPE1,,6,,,,,5.00%,1.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/4/15,銷售中,第一金,大吉美元豁免保險費健康保險附約,WPE1,,10,,,,,5.00%,1.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/4/15,銷售中,第一金,大吉美元豁免保險費健康保險附約,WPE1,,20,,,,,5.00%,1.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/4/15,銷售中,第一金,順利豁免保險費保險附約,WPB1,,6,,,,,5.00%,1.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/4/15,銷售中,第一金,順利豁免保險費保險附約,WPB1,,10,,,,,5.00%,1.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
2026/4/15,銷售中,第一金,順利豁免保險費保險附約,WPB1,,20,,,,,5.00%,1.00%,1.00%,,,,,,,,0.00%,,,,,,,,,N,N,N
